titles,letter,n,total
Отрава,и,271,4322
Отрава,й,60,4322
Отрава,к,154,4322
Отрава,л,230,4322
Отрава,м,140,4322
Отрава,н,235,4322
Отрава,о,484,4322
Отрава,п,145,4322
Отрава,р,178,4322
Отрава,с,225,4322
Отрава,т,306,4322
Отрава,у,154,4322
Отрава,ф,8,4322
Отрава,х,36,4322
Отрава,ц,12,4322
Отрава,ч,74,4322
Отрава,ш,42,4322
Отрава,щ,10,4322
Отрава,ъ,1,4322
Отрава,ы,73,4322
Отрава,ь,105,4322
Отрава,э,11,4322
Отрава,ю,30,4322
Отрава,я,90,4322
Отставной раб,а,199,2264
Отставной раб,б,45,2264
Отставной раб,в,98,2264
Отставной раб,г,42,2264
Отставной раб,д,58,2264
Отставной раб,е,180,2264
Отставной раб,ж,24,2264
Отставной раб,з,44,2264
Отставной раб,и,157,2264
Отставной раб,й,29,2264
Отставной раб,к,82,2264
Отставной раб,л,143,2264
Отставной раб,м,62,2264
Отставной раб,н,135,2264
Отставной раб,о,240,2264
Отставной раб,п,60,2264
Отставной раб,р,102,2264
Отставной раб,с,115,2264
Отставной раб,т,124,2264
Отставной раб,у,55,2264
Отставной раб,ф,7,2264
Отставной раб,х,22,2264
Отставной раб,ц,12,2264
Отставной раб,ч,32,2264
Отставной раб,ш,31,2264
Отставной раб,щ,3,2264
Отставной раб,ы,35,2264
Отставной раб,ь,48,2264
Отставной раб,э,7,2264
Отставной раб,ю,18,2264
Отставной раб,я,55,2264
Папаша,а,418,4913
Папаша,б,81,4913
Папаша,в,195,4913
Папаша,г,87,4913
Папаша,д,169,4913
Папаша,е,433,4913
Папаша,ж,52,4913
Папаша,з,79,4913
Папаша,и,308,4913
Папаша,й,49,4913
Папаша,к,157,4913
Папаша,л,254,4913
Папаша,м,181,4913
Папаша,н,256,4913
Папаша,о,477,4913
Папаша,п,180,4913
Папаша,р,213,4913
Папаша,с,274,4913
Папаша,т,287,4913
Папаша,у,182,4913
Папаша,ф,11,4913
Папаша,х,49,4913
Папаша,ц,13,4913
Папаша,ч,73,4913
Папаша,ш,84,4913
Папаша,щ,10,4913
Папаша,ъ,2,4913
Папаша,ы,78,4913
Папаша,ь,119,4913
Папаша,э,8,4913
Папаша,ю,32,4913
Папаша,я,102,4913
Патриот своего отечества,а,144,1963
Патриот своего отечества,б,31,1963
Патриот своего отечества,в,82,1963
Патриот своего отечества,г,34,1963
Патриот своего отечества,д,54,1963
Патриот своего отечества,е,171,1963
Патриот своего отечества,ж,10,1963
Патриот своего отечества,з,34,1963
Патриот своего отечества,и,164,1963
Патриот своего отечества,й,27,1963
Патриот своего отечества,к,68,1963
Патриот своего отечества,л,130,1963
Патриот своего отечества,м,66,1963
Патриот своего отечества,н,104,1963
Патриот своего отечества,о,205,1963
Патриот своего отечества,п,47,1963
Патриот своего отечества,р,80,1963
Патриот своего отечества,с,121,1963
Патриот своего отечества,т,99,1963
Патриот своего отечества,у,57,1963
Патриот своего отечества,ф,3,1963
Патриот своего отечества,х,24,1963
Патриот своего отечества,ц,15,1963
Патриот своего отечества,ч,28,1963
Патриот своего отечества,ш,28,1963
Патриот своего отечества,щ,6,1963
Патриот своего отечества,ы,42,1963
Патриот своего отечества,ь,36,1963
Патриот своего отечества,э,3,1963
Патриот своего отечества,ю,15,1963
Патриот своего отечества,я,35,1963
Певчие,а,366,4658
Певчие,б,69,4658
Певчие,в,190,4658
Певчие,г,79,4658
Певчие,д,150,4658
Певчие,е,399,4658
Певчие,ж,46,4658
Певчие,з,59,4658
Певчие,и,312,4658
Певчие,й,70,4658
Певчие,к,176,4658
Певчие,л,194,4658
Певчие,м,162,4658
Певчие,н,264,4658
Певчие,о,489,4658
Певчие,п,135,4658
Певчие,р,208,4658
Певчие,с,266,4658
Певчие,т,307,4658
Певчие,у,140,4658
Певчие,ф,11,4658
Певчие,х,50,4658
Певчие,ц,18,4658
Певчие,ч,84,4658
Певчие,ш,52,4658
Певчие,щ,12,4658
Певчие,ъ,1,4658
Певчие,ы,82,4658
Певчие,ь,101,4658
Певчие,э,8,4658
Певчие,ю,44,4658
Певчие,я,114,4658
Первый дебют,а,460,5691
Первый дебют,б,81,5691
Первый дебют,в,230,5691
Первый дебют,г,123,5691
Первый дебют,д,178,5691
Первый дебют,е,437,5691
Первый дебют,ж,57,5691
Первый дебют,з,107,5691
Первый дебют,и,402,5691
Первый дебют,й,67,5691
Первый дебют,к,204,5691
Первый дебют,л,337,5691
Первый дебют,м,189,5691
Первый дебют,н,302,5691
Первый дебют,о,565,5691
Первый дебют,п,173,5691
Первый дебют,р,263,5691
Первый дебют,с,324,5691
Первый дебют,т,322,5691
Первый дебют,у,186,5691
Первый дебют,ф,7,5691
Первый дебют,х,56,5691
Первый дебют,ц,13,5691
Первый дебют,ч,99,5691
Первый дебют,ш,73,5691
Первый дебют,щ,23,5691
Первый дебют,ы,96,5691
Первый дебют,ь,122,5691
Первый дебют,э,8,5691
Первый дебют,ю,41,5691
Первый дебют,я,146,5691
Перед свадьбой,а,422,4737
Перед свадьбой,б,86,4737
Перед свадьбой,в,230,4737
Перед свадьбой,г,73,4737
Перед свадьбой,д,162,4737
Перед свадьбой,е,362,4737
Перед свадьбой,ж,61,4737
Перед свадьбой,з,72,4737
Перед свадьбой,и,303,4737
Перед свадьбой,й,80,4737
Перед свадьбой,к,147,4737
Перед свадьбой,л,218,4737
Перед свадьбой,м,161,4737
Перед свадьбой,н,272,4737
Перед свадьбой,о,483,4737
Перед свадьбой,п,144,4737
Перед свадьбой,р,202,4737
Перед свадьбой,с,249,4737
Перед свадьбой,т,302,4737
Перед свадьбой,у,160,4737
Перед свадьбой,ф,7,4737
Перед свадьбой,х,37,4737
Перед свадьбой,ц,24,4737
Перед свадьбой,ч,75,4737
Перед свадьбой,ш,60,4737
Перед свадьбой,щ,17,4737
Перед свадьбой,ъ,3,4737
Перед свадьбой,ы,90,4737
Перед свадьбой,ь,105,4737
Перед свадьбой,э,3,4737
Перед свадьбой,ю,42,4737
Перед свадьбой,я,85,4737
Пережитое,а,90,1303
Пережитое,б,27,1303
Пережитое,в,47,1303
Пережитое,г,33,1303
Пережитое,д,32,1303
Пережитое,е,115,1303
Пережитое,ж,11,1303
Пережитое,з,31,1303
Пережитое,и,101,1303
Пережитое,й,16,1303
Пережитое,к,54,1303
Пережитое,л,82,1303
Пережитое,м,43,1303
Пережитое,н,77,1303
Пережитое,о,137,1303
Пережитое,п,42,1303
Пережитое,р,49,1303
Пережитое,с,58,1303
Пережитое,т,55,1303
Пережитое,у,44,1303
Пережитое,ф,5,1303
Пережитое,х,10,1303
Пережитое,ц,6,1303
Пережитое,ч,31,1303
Пережитое,ш,9,1303
Пережитое,щ,3,1303
Пережитое,ы,28,1303
Пережитое,ь,26,1303
Пережитое,э,3,1303
Пережитое,ю,14,1303
Пережитое,я,24,1303
Переполох,а,608,6481
Переполох,б,107,6481
