Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales
NCAA Football 13,X360,2012,Action,Electronic Arts,1.02,0,0,0.06
NCAA Football 14,PS3,2013,Sports,Electronic Arts,0.75,0,0,0.06
NCAA Football 14,X360,2013,Sports,Electronic Arts,1.01,0,0,0.06
NCAA Football 2000,PS,1999,Sports,Electronic Arts,0.53,0.36,0,0.06
NCAA Football 2001,PS,2000,Sports,Electronic Arts,0.39,0.26,0,0.05
NCAA Football 2002,PS2,2001,Sports,Electronic Arts,0.77,0.6,0,0.2
NCAA Football 2003,GC,2002,Sports,Electronic Arts,0.16,0.04,0,0.01
NCAA Football 2003,PS2,2002,Sports,Electronic Arts,1.16,0.08,0,0.19
NCAA Football 2003,XB,2002,Sports,Electronic Arts,0.39,0.11,0,0.02
NCAA Football 2004,GC,2003,Sports,Electronic Arts,0.12,0.03,0,0
NCAA Football 2004,PS2,2003,Sports,Electronic Arts,1.35,0.09,0,0.23
NCAA Football 2004,XB,2003,Sports,Electronic Arts,0.4,0.02,0,0.02
NCAA Football 2005,GC,2004,Sports,Electronic Arts,0.17,0.04,0,0.01
NCAA Football 2005,PS2,2004,Sports,Electronic Arts,1.32,0.09,0,0.22
NCAA Football 2005,XB,2004,Sports,Electronic Arts,0.63,0.02,0,0.03
NCAA Football 98,PS,1997,Sports,Electronic Arts,0.39,0.27,0,0.05
NCAA Football 99,PS,1998,Sports,Electronic Arts,0.59,0.4,0,0.07
NCAA Gamebreaker,PS,1996,Sports,Sony Computer Entertainment,0.15,0.1,0,0.02
NCAA GameBreaker 2000,PS,1999,Sports,989 Studios,0.22,0.15,0,0.03
NCAA GameBreaker 2001,PS,2000,Sports,Sony Computer Entertainment,0.18,0.12,0,0.02
NCAA GameBreaker 2001,PS2,2000,Sports,Sony Computer Entertainment,0.07,0.06,0,0.02
NCAA GameBreaker 2003,PS2,2002,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03
NCAA GameBreaker 2004,PS2,2003,Sports,Sony Computer Entertainment,0.11,0.09,0,0.03
NCAA Gamebreaker 99,PS,1998,Sports,989 Studios,0.25,0.17,0,0.03
NCAA March Madness 06,PS2,2005,Sports,Electronic Arts,0.45,0.02,0,0.07
NCAA March Madness 06,XB,2005,Sports,Electronic Arts,0.15,0.04,0,0.01
NCAA March Madness 07,PS2,2007,Sports,Electronic Arts,0.28,0.22,0,0.07
NCAA March Madness 07,X360,2007,Sports,Electronic Arts,0.19,0,0,0.02
NCAA March Madness 08,PS2,2007,Sports,Electronic Arts,0.13,0.1,0,0.03
NCAA March Madness 08,PS3,2007,Sports,Electronic Arts,0.08,0,0,0.01
NCAA March Madness 08,X360,2007,Sports,Electronic Arts,0.2,0,0,0.02
NCAA March Madness 2003,PS2,2002,Sports,Electronic Arts,0.32,0.25,0,0.08
NCAA March Madness 2004,PS2,2003,Sports,Electronic Arts,0.5,0.39,0,0.13
NCAA March Madness 2004,XB,2003,Sports,Electronic Arts,0.18,0.05,0,0.01
NCAA March Madness 2005,PS2,2004,Sports,Electronic Arts,0.44,0.02,0,0.07
NCAA March Madness 2005,XB,2004,Sports,Electronic Arts,0.21,0.06,0,0.01
NCIS,PC,2011,Adventure,Ubisoft,0.01,0.02,0,0.01
NCIS,PS3,2011,Adventure,Ubisoft,0.07,0.04,0,0.02
NCIS,Wii,2011,Adventure,Ubisoft,0.08,0.04,0,0.01
NCIS,X360,2011,Adventure,Ubisoft,0.1,0.03,0,0.01
NCIS 3D,3DS,2011,Adventure,Ubisoft,0.06,0.04,0,0.01
Nectaris: Military Madness,PS,1998,Strategy,Hudson Soft,0.02,0.01,0,0
Need for Speed (2015),PC,2016,Racing,Electronic Arts,0,0.03,0,0
Need for Speed (2015),PS4,2015,Racing,Electronic Arts,0.49,1.49,0.05,0.36
Need for Speed (2015),XOne,2015,Racing,Electronic Arts,0.3,0.33,0,0.06
Need for Speed Carbon,GC,2006,Racing,Electronic Arts,0.27,0.07,0,0.01
Need for Speed Carbon,PC,2006,Racing,Electronic Arts,0,0.04,0,0.01
Need for Speed Carbon,PS2,2006,Racing,Electronic Arts,1.22,0.05,0.05,0.01
Need for Speed Carbon,PS3,2006,Racing,Electronic Arts,0.49,0.52,0.03,0.21
Need for Speed Carbon,Wii,2006,Racing,Electronic Arts,0.46,0.66,0.02,0.15
Need for Speed Carbon,X360,2006,Racing,Electronic Arts,0.76,0.7,0.02,0.18
Need for Speed Carbon,XB,2006,Racing,Electronic Arts,0.35,0.1,0,0.02
Need for Speed Carbon: Own the City,DS,2006,Racing,Electronic Arts,0.17,0.02,0,0.02
Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,0.87,0.98,0,0.59
Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts,2.14,0.86,0,0.13
Need for Speed Rivals,PC,2013,Racing,Electronic Arts,0.04,0.19,0,0.04
Need for Speed Rivals,PS3,2013,Racing,Electronic Arts,0.33,0.74,0.05,0.31
Need for Speed Rivals,PS4,2013,Racing,Electronic Arts,0.73,0.91,0.03,0.22
Need for Speed Rivals,X360,2013,Racing,Electronic Arts,0.37,0.38,0.01,0.08
Need for Speed Rivals,XOne,2013,Racing,Electronic Arts,0.45,0.17,0,0.05
Need for Speed Underground,GBA,2003,Racing,Electronic Arts,0.21,0.08,0,0.01
Need for Speed Underground,GC,2003,Racing,Electronic Arts,0.69,0.48,0.01,0.03
Need for Speed Underground,PC,2003,Racing,Electronic Arts,0,0.04,0,0.01
Need for Speed Underground,PS2,2003,Racing,Electronic Arts,3.27,2.83,0.08,1.02
Need for Speed Underground,XB,2003,Racing,Electronic Arts,1.09,0.55,0,0.07
Need for Speed Underground 2,DS,2005,Racing,Electronic Arts,0.11,0.02,0,0.01
Need for Speed Underground 2,GBA,2004,Racing,Electronic Arts,0.31,0.12,0,0.01
Need for Speed Underground 2,GC,2004,Racing,Electronic Arts,0.7,0.39,0.01,0.03
Need for Speed Underground 2,PC,2004,Racing,Electronic Arts,0,0.06,0,0.01
Need for Speed Underground 2,PS2,2004,Racing,Electronic Arts,2.71,3.02,0.08,1.09
Need for Speed Underground 2,XB,2004,Racing,Electronic Arts,1.38,0.8,0,0.1
Need for Speed Underground Rivals,PSP,2005,Racing,Electronic Arts,0.69,0.38,0.02,0.24
Need For Speed: High Stakes,PS,1999,Racing,Electronic Arts,1.58,0.64,0,0.09
Need for Speed: Hot Pursuit,PC,2010,Racing,Electronic Arts,0.12,0.2,0,0.06
Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,1.05,1.25,0.03,0.48
Need for Speed: Hot Pursuit,Wii,2010,Racing,Electronic Arts,0.18,0.24,0,0.05
Need for Speed: Hot Pursuit,X360,2010,Racing,Electronic Arts,1.03,0.98,0,0.21
Need for Speed: Hot Pursuit 2,GC,2002,Racing,Electronic Arts,0.68,0.09,0,0.02
Need for Speed: Hot Pursuit 2,PS2,2002,Racing,Electronic Arts,1.68,0.31,0.02,0.09
Need for Speed: Hot Pursuit 2,XB,2002,Racing,Electronic Arts,0.68,0.11,0,0.03
Need for Speed: Most Wanted,DS,2005,Racing,Electronic Arts,0.24,0.01,0,0.02
Need for Speed: Most Wanted,GBA,2005,Racing,Electronic Arts,0.19,0.07,0,0
Need for Speed: Most Wanted,GC,2005,Racing,Electronic Arts,0.43,0.11,0,0.02
Need for Speed: Most Wanted,PC,2005,Racing,Electronic Arts,0.02,0.29,0,0.07
Need for Speed: Most Wanted,PS2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47
Need for Speed: Most Wanted,PS3,2012,Racing,Electronic Arts,0.71,1.51,0.06,0.61
Need for Speed: Most Wanted,PSV,2012,Racing,Electronic Arts,0.38,0.52,0.01,0.25
Need for Speed: Most Wanted,WiiU,2013,Racing,Electronic Arts,0.14,0.12,0,0.02
Need for Speed: Most Wanted,X360,2005,Racing,Electronic Arts,1.62,0.25,0.03,0.25
Need for Speed: Most Wanted,XB,2005,Racing,Electronic Arts,0.53,0.46,0,0.05
Need for Speed: Most Wanted 5-1-0,PSP,2005,Racing,Electronic Arts,1.77,0.13,0.02,0.18
Need for Speed: Nitro,DS,2009,Racing,Electronic Arts,0.22,0.13,0,0.04
Need for Speed: Nitro,Wii,2009,Racing,Electronic Arts,0.46,0.31,0,0.08
Need for Speed: Porsche Unleashed,GBA,2004,Racing,Zoo Digital Publishing,0.35,0.13,0,0.01
Need for Speed: Porsche Unleashed,PS,1999,Racing,Electronic Arts,0.43,0.29,0,0.05
Need for Speed: ProStreet,DS,2007,Racing,Electronic Arts,0.11,0.01,0,0.01
Need for Speed: ProStreet,PC,2007,Racing,Electronic Arts,0,0.04,0,0.01
Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts,0.69,0,0.04,1.68
Need for Speed: ProStreet,PS3,2007,Racing,Electronic Arts,0.73,0.92,0.04,0.37
Need for Speed: ProStreet,PSP,2008,Racing,Electronic Arts,0.24,0.33,0.01,0.2
Need for Speed: ProStreet,Wii,2007,Racing,Electronic Arts,0.54,0.46,0,0.12
Need for Speed: ProStreet,X360,2007,Racing,Electronic Arts,1.04,0.8,0.01,0.22
Need for Speed: Shift,PC,2009,Racing,Electronic Arts,0,0.05,0,0.01
Need for Speed: Shift,PS3,2009,Racing,Electronic Arts,0.69,1.41,0.04,0.53
Need for Speed: Shift,PSP,2009,Racing,Electronic Arts,0.16,0.38,0.01,0.21
Need for Speed: Shift,X360,2009,Racing,Electronic Arts,0.73,0.97,0.01,0.22
Need for Speed: Shift 2 Unleashed,PC,2011,Racing,Electronic Arts,0.05,0.11,0,0.03
Need for Speed: Shift 2 Unleashed,PS3,2011,Racing,Electronic Arts,0.2,0.36,0,0.13
Need for Speed: Shift 2 Unleashed,X360,2011,Racing,Electronic Arts,0.18,0.22,0,0.04
Need for Speed: The Run,3DS,2011,Action,Electronic Arts,0.09,0.09,0,0.02
Need for Speed: The Run,PC,2011,Action,Electronic Arts,0.09,0.21,0,0.07
Need for Speed: The Run,PS3,2011,Action,Electronic Arts,0.58,1.06,0.03,0.37
Need for Speed: The Run,Wii,2011,Action,Electronic Arts,0.13,0.13,0.01,0.03
Need for Speed: The Run,X360,2011,Action,Electronic Arts,0.63,0.58,0,0.15
Need For Speed: Undercover,DS,2008,Racing,Electronic Arts,0.18,0.03,0,0.02
Need For Speed: Undercover,PC,2008,Racing,Electronic Arts,0,0.07,0,0.01
Need For Speed: Undercover,PS2,2008,Racing,Electronic Arts,0.38,0.08,0.03,0.93
Need For Speed: Undercover,PS3,2008,Racing,Electronic Arts,0.63,1.02,0.05,0.39
Need For Speed: Undercover,PSP,2008,Racing,Electronic Arts,0.23,0.32,0.03,0.19
Need For Speed: Undercover,Wii,2008,Racing,Electronic Arts,0.27,0.32,0,0.07
Need For Speed: Undercover,X360,2008,Racing,Electronic Arts,0.79,0.71,0.01,0.18
Need for Speed: V-Rally,PS,1997,Racing,Infogrames,0.43,0.29,0.09,0.06
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,PS2,2006,Adventure,Konami Digital Entertainment,0,0,0.04,0
Negima!? Chou Mahora Taisen Chuu: Checkiin Zenin Shuugou! Yappari Onsen Kichaimashitaa,DS,2007,Adventure,Marvelous Interactive,0,0,0.02,0
"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",DS,2006,Adventure,Marvelous Interactive,0,0,0.04,0
Negima!? Dream Tactic Yumemiru Otome Princess,PS2,2007,Strategy,Konami Digital Entertainment,0,0,0.03,0
Neighborhood Games,Wii,2009,Misc,THQ,0.17,0.02,0,0.01
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,2013,Fighting,Arc System Works,0,0,0.03,0
Nendoroid Generation,PSP,2012,Role-Playing,Namco Bandai Games,0,0,0.06,0
Neo Angelique,PS2,2006,Adventure,Tecmo Koei,0,0,0.02,0
Neo Angelique Special,PSP,2008,Adventure,Tecmo Koei,0,0,0.01,0
Neo Atlas,PS,1998,Strategy,ArtDink,0,0,0.09,0.01
Neo Contra,PS2,2004,Shooter,Konami Digital Entertainment,0.1,0.08,0,0.03
NeoGeo Battle Coliseum,PS2,2005,Fighting,Ignition Entertainment,0.16,0.13,0,0.04
Neon Genesis Evangelion,N64,1999,Adventure,Namco Bandai Games,0,0,0.06,0
Neon Genesis Evangelion,SAT,1996,Adventure,Sega,0,0,0.44,0
Neon Genesis Evangelion 2nd Impression,SAT,1997,Role-Playing,Sega,0,0,0.42,0
Neopets Petpet Adventures: The Wand of Wishing,PSP,2006,Adventure,Sony Computer Entertainment,0.11,0,0,0.01
Neopets Puzzle Adventure,DS,2008,Puzzle,Capcom,0.26,0,0,0.02
Neopets Puzzle Adventure,Wii,2008,Puzzle,Capcom,0.19,0.02,0,0.02
Neopets: The Darkest Faerie,PS2,2005,Adventure,Sony Computer Entertainment,0.15,0.12,0,0.04
Nep League DS,DS,2007,Sports,Jaleco,0,0,0.18,0
NERF N-Strike,Wii,2008,Shooter,Electronic Arts,0.92,0.09,0,0.09
NERF N-Strike Elite,Wii,2009,Shooter,Electronic Arts,0.93,0,0,0.07
NERF N-Strike: Double Blast Bundle,Wii,2010,Shooter,Electronic Arts,0.09,0,0,0
Nervous Brickdown,DS,2007,Puzzle,Eidos Interactive,0,0.01,0,0
NES Open Tournament Golf,NES,1991,Sports,Nintendo,0.41,0.1,0.47,0.02
NES Remix,WiiU,2014,Action,Nintendo,0.2,0,0.08,0.02
Net High,PSV,2015,Adventure,Marvelous Games,0,0,0.02,0
Netsu Chu! Pro Yakyuu 2002,PS2,2002,Sports,Namco Bandai Games,0,0,0.25,0
Netsu Chu! Pro Yakyuu 2003,PS2,2003,Sports,Namco Bandai Games,0,0,0.28,0
Nettou! Powerful Koushien,DS,2010,Sports,Konami Digital Entertainment,0,0,0.03,0
NeverDead,PS3,2012,Shooter,Konami Digital Entertainment,0.06,0.04,0.01,0.02
NeverDead,X360,2012,Shooter,Konami Digital Entertainment,0.06,0.03,0,0.01
Neverland Card Battles,PSP,2008,Role-Playing,Idea Factory,0.04,0,0,0.01
Neverwinter Nights,PC,2002,Role-Playing,Atari,0,0.03,0,0.01
Neverwinter Nights 2,PC,2006,Role-Playing,Atari,0,0.02,0,0
Neverwinter Nights 2: Mask of the Betrayer,PC,2007,Role-Playing,Atari,0,0.01,0,0
Neverwinter Nights Diamond,PC,2004,Role-Playing,Atari,0,0.02,0,0
NEVES,DS,2007,Puzzle,Ignition Entertainment,0.01,0,0,0
New Atelier Rorona: Hajimari no Monogatari,3DS,2015,Action,Tecmo Koei,0,0,0.02,0
New Carnival Games,DS,2010,Misc,Take-Two Interactive,0.16,0.05,0,0.02
New Carnival Games,Wii,2010,Misc,Take-Two Interactive,0.35,0.21,0,0.05
New International Track & Field,DS,2008,Sports,Konami Digital Entertainment,0.07,0,0,0.01
New Interpretation Stranger of Sword City,PSV,2016,Role-Playing,Experience Inc.,0,0,0.01,0
New Legends,XB,2002,Action,THQ,0.07,0.02,0,0
New Love Plus,3DS,2012,Simulation,Konami Digital Entertainment,0,0,0.19,0
New Play Control! Donkey Kong Jungle Beat,Wii,2008,Platform,Nintendo,0.24,0.17,0.14,0.05
New Play Control! Mario Power Tennis,Wii,2009,Sports,Nintendo,0.37,0.69,0.28,0.14
New Play Control! Pikmin,Wii,2008,Strategy,Nintendo,0.29,0.14,0.19,0.04
New Play Control! Pikmin 2,Wii,2009,Strategy,Nintendo,0.11,0.14,0.33,0.02
New Prince of Tennis: Go to the Top,3DS,2015,Action,FuRyu,0,0,0.05,0
New Super Luigi U,WiiU,2013,Platform,Nintendo,1.27,0.62,0.18,0.16
New Super Mario Bros.,DS,2006,Platform,Nintendo,11.38,9.23,6.5,2.9
New Super Mario Bros. 2,3DS,2012,Platform,Nintendo,3.66,3.07,2.47,0.63
New Super Mario Bros. U,WiiU,2012,Platform,Nintendo,2.32,1.3,1.27,0.31
New Super Mario Bros. Wii,Wii,2009,Platform,Nintendo,14.59,7.06,4.7,2.26
New Tokyo Legacy: Operation Babel,PSV,2015,Role-Playing,5pb,0,0,0.03,0
"NewU Fitness First Mind Body, Yoga & Pilates Workout",Wii,2010,Sports,Black Bean Games,0.12,0.02,0,0.01
Next Generation of Chaos,PS2,2002,Role-Playing,Idea Factory,0,0,0.05,0
NFL 2K,DC,1999,Sports,Sega,1.12,0.05,0,0.02
NFL 2K1,DC,2000,Sports,Sega,1.02,0.05,0,0.02
NFL 2K2,PS2,2001,Sports,Sega,0.44,0.34,0,0.11
NFL 2K2,XB,2002,Sports,Sega,0.13,0.04,0,0.01
NFL 2K3,GC,2002,Sports,Sega,0.17,0.04,0,0.01
NFL 2K3,PS2,2002,Sports,Atari,1.06,0.08,0,0.18
NFL 2K3,XB,2002,Sports,Sega,0.38,0.11,0,0.02
NFL Blitz,N64,1998,Sports,Midway Games,1.02,0.04,0,0.01
NFL Blitz,PS,1998,Sports,Midway Games,1.41,0.05,0,0.04
NFL Blitz 20-02,GC,2002,Sports,Midway Games,0.07,0.02,0,0
NFL Blitz 20-02,PS2,2002,Sports,Midway Games,0.14,0.11,0,0.04
NFL Blitz 20-02,XB,2002,Sports,Midway Games,0.07,0.02,0,0
NFL Blitz 20-03,GC,2002,Sports,Midway Games,0.11,0.03,0,0
NFL Blitz 20-03,PS2,2002,Sports,Midway Games,0.21,0.17,0,0.06
NFL Blitz 20-03,XB,2002,Sports,Midway Games,0.11,0.03,0,0.01
NFL Blitz 2000,N64,1999,Sports,Midway Games,0.55,0.02,0,0
NFL Blitz 2000,PS,1998,Sports,Midway Games,0.6,0.41,0,0.07
NFL Blitz 2001,N64,2000,Sports,Midway Games,0.34,0.07,0,0
NFL Blitz 2001,PS,2000,Sports,Midway Games,0.33,0.22,0,0.04
NFL Blitz Pro,GC,2003,Sports,Midway Games,0.02,0,0,0
NFL Blitz Pro,PS2,2003,Sports,Midway Games,0.11,0.09,0,0.03
NFL Blitz Pro,XB,2003,Sports,Midway Games,0.04,0.01,0,0
NFL Fever 2002,XB,2000,Sports,Microsoft Game Studios,0.74,0.21,0,0.04
NFL Fever 2003,XB,2002,Sports,Microsoft Game Studios,0.46,0.13,0,0.02
NFL Fever 2004,XB,2003,Sports,Microsoft Game Studios,0.24,0.07,0,0.01
NFL GameDay,PS,1995,Sports,Sony Computer Entertainment,0.47,0.32,0,0.06
NFL GameDay '97,PS,1996,Sports,Sony Computer Entertainment,0.48,0.33,0,0.06
NFL GameDay 2000,PS,1999,Sports,989 Studios,1,0.68,0,0.12
NFL GameDay 2001,PS,2000,Sports,Sony Computer Entertainment,0.56,0.38,0,0.07
NFL GameDay 2001,PS2,2000,Sports,Sony Computer Entertainment,0.18,0.14,0,0.05
NFL GameDay 2002,PS,2001,Sports,Sony Computer Entertainment,0.23,0.15,0,0.03
NFL GameDay 2002,PS2,2001,Sports,Sony Computer Entertainment,0.19,0.15,0,0.05
NFL GameDay 2003,PS2,N/A,Sports,Unknown,0.2,0.15,0,0.05
NFL GameDay 2004,PS2,2003,Sports,Sony Computer Entertainment,0.2,0.16,0,0.05
NFL GameDay 98,PS,1997,Sports,Sony Computer Entertainment,1.58,0.06,0,0.04
NFL GameDay 99,PS,1998,Sports,989 Studios,1.44,0.05,0,0.04
NFL Head Coach,PS2,2006,Sports,Electronic Arts,0.38,0.01,0,0.06
NFL Head Coach,XB,2006,Sports,Electronic Arts,0.09,0.03,0,0
NFL Head Coach 09,PS3,2008,Sports,Electronic Arts,0.13,0,0,0.01
NFL Head Coach 09,X360,2008,Sports,Electronic Arts,0.11,0,0,0.01
NFL QB Club 2001,N64,2000,Sports,Acclaim Entertainment,0.11,0.01,0,0
NFL Quarterback Club 2000,N64,1999,Sports,Acclaim Entertainment,0.37,0.03,0,0
NFL Quarterback Club 2002,GC,2001,Sports,Acclaim Entertainment,0.04,0.01,0,0
NFL Quarterback Club 2002,PS2,2001,Sports,Acclaim Entertainment,0.11,0.08,0,0.03
NFL Quarterback Club 97,PS,1996,Sports,Acclaim Entertainment,0.12,0.08,0,0.01
NFL Quarterback Club 98,N64,1997,Sports,Acclaim Entertainment,1.01,0.05,0,0.01
NFL Quarterback Club 99,N64,1998,Sports,Acclaim Entertainment,0.59,0.02,0,0
NFL Street,GC,2004,Sports,Electronic Arts,0.27,0.07,0,0.01
NFL Street,PS2,2004,Sports,Electronic Arts,1.15,0.08,0,0.19
NFL Street,XB,2004,Sports,Electronic Arts,0.49,0.15,0,0.02
NFL Street 2,GC,2004,Sports,Electronic Arts,0.15,0.04,0,0.01
NFL Street 2,PS2,2004,Sports,Electronic Arts,0.79,0.62,0,0.21
NFL Street 2,XB,2004,Sports,Electronic Arts,0.36,0.11,0,0.02
NFL Street 2 Unleashed,PSP,2005,Sports,Electronic Arts,0.34,0,0,0.03
NFL Street 3,PSP,2006,Sports,Electronic Arts,0.24,0,0,0.02
NFL Tour,PS3,2008,Sports,Electronic Arts,0.1,0.01,0,0.01
NFL Tour,X360,2008,Sports,Electronic Arts,0.09,0,0,0.01
NFL Xtreme,PS,1998,Sports,Sony Computer Entertainment,0.38,0.26,0,0.05
NFL Xtreme 2,PS,1999,Sports,989 Studios,0.27,0.18,0,0.03
NHL 06,GC,2005,Sports,Electronic Arts,0.06,0.02,0,0
NHL 06,PS2,2005,Sports,Electronic Arts,0.48,0.02,0,0.08
NHL 06,XB,2005,Sports,Electronic Arts,0.19,0.05,0,0.01
NHL 07,PS2,2006,Sports,Electronic Arts,0.42,0.02,0,0.07
NHL 07,PSP,2006,Sports,Electronic Arts,0.13,0.02,0,0.02
NHL 07,X360,2006,Sports,Electronic Arts,0.25,0.01,0,0.02
NHL 07,XB,2006,Sports,Electronic Arts,0.02,0.01,0,0
NHL 08,PS3,2007,Action,Electronic Arts,0.16,0.06,0,0.03
NHL 08,X360,2007,Action,Electronic Arts,0.22,0.01,0,0.02
NHL 09,PC,2008,Sports,Electronic Arts,0,0.02,0,0
NHL 09,PS2,2008,Sports,Electronic Arts,0.07,0.06,0,0.02
NHL 09,PS3,2008,Sports,Electronic Arts,0.29,0.02,0,0.03
NHL 09,X360,2008,Sports,Electronic Arts,0.45,0.01,0,0.04
NHL 10,PS3,2009,Sports,Electronic Arts,0.38,0.12,0,0.07
NHL 10,X360,2009,Sports,Electronic Arts,0.51,0.1,0,0.06
NHL 11,PS3,2010,Sports,Electronic Arts,0.4,0.13,0,0.07
NHL 11,X360,2010,Sports,Electronic Arts,0.61,0.07,0,0.05
NHL 12,PS3,2011,Sports,Electronic Arts,0.36,0.16,0,0.07
NHL 12,X360,2011,Sports,Electronic Arts,0.55,0.1,0,0.05
NHL 13,PS3,2012,Sports,Electronic Arts,0.33,0.22,0,0.1
NHL 13,X360,2012,Sports,Electronic Arts,0.51,0.11,0,0.05
NHL 14,PS3,2013,Sports,Electronic Arts,0.28,0.19,0,0.09
NHL 14,X360,2013,Sports,Electronic Arts,0.4,0.1,0,0.04
NHL 15,PS3,2014,Sports,Electronic Arts,0.21,0.11,0,0.06
NHL 15,PS4,2014,Sports,Electronic Arts,0.3,0.18,0,0.1
NHL 15,X360,2014,Sports,Electronic Arts,0.35,0.07,0,0.04
NHL 15,XOne,2014,Sports,Electronic Arts,0.31,0.06,0,0.03
NHL 16,PS3,2015,Sports,Electronic Arts,0,0.03,0,0.01
NHL 16,PS4,2015,Sports,Electronic Arts,0.35,0.15,0,0.11
NHL 16,X360,2015,Sports,Electronic Arts,0,0.02,0,0
NHL 16,XOne,2015,Sports,Electronic Arts,0.37,0.05,0,0.05
NHL 17,PS4,2016,Sports,Electronic Arts,0.13,0.04,0,0.04
NHL 17,XOne,2016,Sports,Electronic Arts,0.13,0.01,0,0.02
NHL 2000,PS,1998,Sports,Electronic Arts,0.48,0.33,0,0.06
NHL 2001,PS,2000,Sports,Electronic Arts,0.35,0.24,0,0.04
NHL 2001,PS2,2000,Sports,Electronic Arts,0.47,0.37,0,0.12
NHL 2002,GBA,2002,Sports,Electronic Arts,0.09,0.03,0,0
NHL 2002,PS2,2001,Sports,Electronic Arts,0.59,0.46,0,0.15
NHL 2002,XB,2001,Sports,Electronic Arts,0.2,0.06,0,0.01
NHL 2003,GC,2002,Sports,Electronic Arts,0.1,0.03,0,0
NHL 2003,PS2,2002,Sports,Electronic Arts,0.46,0.36,0,0.12
NHL 2003,XB,2002,Sports,Electronic Arts,0.15,0.04,0,0.01
NHL 2004,GC,2003,Sports,Electronic Arts,0.08,0.02,0,0
NHL 2004,PS2,2003,Sports,Electronic Arts,0.47,0.37,0,0.12
NHL 2004,XB,2003,Sports,Electronic Arts,0.13,0.04,0,0.01
NHL 2005,GC,2004,Sports,Electronic Arts,0.05,0.01,0,0
NHL 2005,PS2,2004,Sports,Electronic Arts,0.22,0.17,0,0.06
NHL 2005,XB,2004,Sports,Electronic Arts,0.12,0.03,0,0.01
NHL 2K10,PS2,2009,Sports,Take-Two Interactive,0.17,0.14,0,0.05
NHL 2K10,PS3,2009,Sports,Take-Two Interactive,0.13,0.01,0,0.01
NHL 2K10,Wii,2009,Sports,Take-Two Interactive,0.33,0.01,0,0.03
NHL 2K10,X360,2009,Sports,Take-Two Interactive,0.11,0.02,0,0.01
NHL 2K11,Wii,2010,Sports,Take-Two Interactive,0.24,0.02,0,0.02
NHL 2K3,GC,2002,Sports,Sega,0.01,0,0,0
NHL 2K3,PS2,2002,Sports,Sega,0.1,0.08,0,0.03
NHL 2K3,XB,2002,Sports,Sega,0.09,0.02,0,0
NHL 2K6,PS2,2005,Sports,Take-Two Interactive,0.21,0.16,0,0.05
NHL 2K6,X360,2005,Sports,Take-Two Interactive,0.09,0,0,0.01
NHL 2K6,XB,2005,Sports,Take-Two Interactive,0.16,0.05,0,0.01
NHL 2K7,PS3,2006,Sports,Take-Two Interactive,0.11,0,0,0.01
NHL 2K7,X360,2006,Sports,Take-Two Interactive,0.07,0,0,0.01
NHL 2K7,XB,2006,Sports,Take-Two Interactive,0.01,0,0,0
NHL 2K8,PS3,2007,Sports,Take-Two Interactive,0.08,0.01,0,0.01
NHL 2K8,X360,2007,Sports,Take-Two Interactive,0.11,0.01,0,0.01
NHL 2K9,PS2,2008,Sports,Take-Two Interactive,0.07,0.05,0,0.02
NHL 2K9,PS3,2008,Sports,Take-Two Interactive,0.11,0.01,0,0.01
NHL 2K9,Wii,2008,Sports,Take-Two Interactive,0.06,0,0,0.01
NHL 2K9,X360,2008,Sports,Take-Two Interactive,0.15,0.01,0,0.01
NHL 97,PS,1996,Sports,Electronic Arts,0.26,0.18,0,0.03
NHL 98,PS,1997,Sports,Electronic Arts,0.51,0.35,0,0.06
NHL 99,N64,1998,Sports,Electronic Arts,0.38,0.01,0,0
NHL 99,PS,1997,Sports,Electronic Arts,0.59,0.4,0,0.07
NHL Blades of Steel '99,N64,1999,Sports,Konami Digital Entertainment,0.05,0,0,0
NHL Blades of Steel 2000,PS,1999,Sports,Konami Digital Entertainment,0.02,0.01,0,0
NHL Breakaway 98,N64,1998,Sports,Acclaim Entertainment,0.3,0.02,0,0
NHL Breakaway 98,PS,1996,Sports,Acclaim Entertainment,0.08,0.05,0,0.01
NHL Breakaway 99,N64,1998,Sports,Acclaim Entertainment,0.07,0.01,0,0
NHL Championship 2000,PS,1998,Sports,Fox Interactive,0.12,0.08,0,0.01
NHL FaceOff,PS,1994,Sports,Sony Computer Entertainment,0.25,0.17,0,0.03
NHL FaceOff '97,PS,1996,Sports,Sony Computer Entertainment,0.26,0.17,0,0.03
NHL FaceOff 2000,PS,1998,Sports,Sony Computer Entertainment,0.17,0.12,0,0.02
NHL FaceOff 2001,PS,2000,Sports,Sony Computer Entertainment,0.13,0.09,0,0.02
